"subject" "activity" "variable" "average"
"402" 7 "WALKING" "tBodyAccstdZ" -0.456473642256981
"403" 7 "WALKING" "tGravityAccmeanX" 0.681289120844156
"404" 7 "WALKING" "tGravityAccmeanY" -0.0420221452496753
"405" 7 "WALKING" "tGravityAccmeanZ" 0.0342160711928604
"406" 7 "WALKING" "tGravityAccstdX" -0.956538178587662
"407" 7 "WALKING" "tGravityAccstdY" -0.955312554090909
"408" 7 "WALKING" "tGravityAccstdZ" -0.923304724090909
"409" 7 "WALKING" "tBodyAccJerkmeanX" 0.0831829573168831
"410" 7 "WALKING" "tBodyAccJerkmeanY" 0.00760909767418831
"411" 7 "WALKING" "tBodyAccJerkmeanZ" -0.00791725696048701
"412" 7 "WALKING" "tBodyAccJerkstdX" -0.615131377408279
"413" 7 "WALKING" "tBodyAccJerkstdY" -0.622997416262013
"414" 7 "WALKING" "tBodyAccJerkstdZ" -0.664336860544416
"415" 7 "WALKING" "tBodyGyromeanX" -0.0518716929407792
"416" 7 "WALKING" "tBodyGyromeanY" -0.0646077113078896
"417" 7 "WALKING" "tBodyGyromeanZ" 0.0977671721406169
"418" 7 "WALKING" "tBodyGyrostdX" -0.687155474097403
"419" 7 "WALKING" "tBodyGyrostdY" -0.652408657909091
"420" 7 "WALKING" "tBodyGyrostdZ" -0.663340760331169
"421" 7 "WALKING" "tBodyGyroJerkmeanX" -0.0942037376182662
"422" 7 "WALKING" "tBodyGyroJerkmeanY" -0.0414401406082792
"423" 7 "WALKING" "tBodyGyroJerkmeanZ" -0.0610307928148701
"424" 7 "WALKING" "tBodyGyroJerkstdX" -0.701731200484416
"425" 7 "WALKING" "tBodyGyroJerkstdY" -0.674920114957468
"426" 7 "WALKING" "tBodyGyroJerkstdZ" -0.750808705594156
"427" 7 "WALKING" "tBodyAccMagmean" -0.511312036747403
"428" 7 "WALKING" "tBodyAccMagstd" -0.510669879158539
"429" 7 "WALKING" "tGravityAccMagmean" -0.511312036747403
"430" 7 "WALKING" "tGravityAccMagstd" -0.510669879158539
"431" 7 "WALKING" "tBodyAccJerkMagmean" -0.622815767680292
"432" 7 "WALKING" "tBodyAccJerkMagstd" -0.550560230585714
"433" 7 "WALKING" "tBodyGyroMagmean" -0.581899897967532
"434" 7 "WALKING" "tBodyGyroMagstd" -0.598670795839286
"435" 7 "WALKING" "tBodyGyroJerkMagmean" -0.713191348337662
"436" 7 "WALKING" "tBodyGyroJerkMagstd" -0.658017844948377
"437" 7 "WALKING" "fBodyAccmeanX" -0.593011288564935
"438" 7 "WALKING" "fBodyAccmeanY" -0.563547785174026
"439" 7 "WALKING" "fBodyAccmeanZ" -0.531005941495552
"440" 7 "WALKING" "fBodyAccstdX" -0.572347541484091
"441" 7 "WALKING" "fBodyAccstdY" -0.567046977262987
"442" 7 "WALKING" "fBodyAccstdZ" -0.460792123277305
"443" 7 "WALKING" "fBodyAccJerkmeanX" -0.637521940243831
"444" 7 "WALKING" "fBodyAccJerkmeanY" -0.641687333850227
"445" 7 "WALKING" "fBodyAccJerkmeanZ" -0.642515716574286
"446" 7 "WALKING" "fBodyAccJerkstdX" -0.626785744584416
"447" 7 "WALKING" "fBodyAccJerkstdY" -0.62853163071948
"448" 7 "WALKING" "fBodyAccJerkstdZ" -0.684856438953896
"449" 7 "WALKING" "fBodyGyromeanX" -0.643767578493507
"450" 7 "WALKING" "fBodyGyromeanY" -0.630419275006169
"451" 7 "WALKING" "fBodyGyromeanZ" -0.655083354905844
"452" 7 "WALKING" "fBodyGyrostdX" -0.703883646896104
"453" 7 "WALKING" "fBodyGyrostdY" -0.671161922837662
"454" 7 "WALKING" "fBodyGyrostdZ" -0.698949518905844
"455" 7 "WALKING" "fBodyAccMagmean" -0.518323878824675
"456" 7 "WALKING" "fBodyAccMagstd" -0.583819796092208
"457" 7 "WALKING" "fBodyBodyAccJerkMagmean" -0.553360009658182
"458" 7 "WALKING" "fBodyBodyAccJerkMagstd" -0.550683254908442
"459" 7 "WALKING" "fBodyBodyGyroMagmean" -0.628877272791136
"460" 7 "WALKING" "fBodyBodyGyroMagstd" -0.650923648207792
"461" 7 "WALKING" "fBodyBodyGyroJerkMagmean" -0.668879188156396
"462" 7 "WALKING" "fBodyBodyGyroJerkMagstd" -0.668963362464935
"463" 8 "WALKING" "tBodyAccmeanX" 0.278268887727273
"464" 8 "WALKING" "tBodyAccmeanY" -0.0144537072594949
"465" 8 "WALKING" "tBodyAccmeanZ" -0.109006309141414
"466" 8 "WALKING" "tBodyAccstdX" -0.74865488820202
"467" 8 "WALKING" "tBodyAccstdY" -0.563450610434343
"468" 8 "WALKING" "tBodyAccstdZ" -0.764554510484848
"469" 8 "WALKING" "tGravityAccmeanX" 0.601782571919192
"470" 8 "WALKING" "tGravityAccmeanY" 0.187298246666667
"471" 8 "WALKING" "tGravityAccmeanZ" 0.177007409196192
"472" 8 "WALKING" "tGravityAccstdX" -0.974751332424242
"473" 8 "WALKING" "tGravityAccstdY" -0.955912054070707
"474" 8 "WALKING" "tGravityAccstdZ" -0.956116882020202
"475" 8 "WALKING" "tBodyAccJerkmeanX" 0.0686095366464646
"476" 8 "WALKING" "tBodyAccJerkmeanY" 0.00496415698757576
"477" 8 "WALKING" "tBodyAccJerkmeanZ" -0.0110211649991919
"478" 8 "WALKING" "tBodyAccJerkstdX" -0.75891396439596
"479" 8 "WALKING" "tBodyAccJerkstdY" -0.622728559242424
"480" 8 "WALKING" "tBodyAccJerkstdZ" -0.839104346969697
"481" 8 "WALKING" "tBodyGyromeanX" -0.0246599261523232
"482" 8 "WALKING" "tBodyGyromeanY" -0.0744394650058586
"483" 8 "WALKING" "tBodyGyromeanZ" 0.0811768351261616
"484" 8 "WALKING" "tBodyGyrostdX" -0.722590642727273
"485" 8 "WALKING" "tBodyGyrostdY" -0.737675052783838
"486" 8 "WALKING" "tBodyGyrostdZ" -0.758998747676768
"487" 8 "WALKING" "tBodyGyroJerkmeanX" -0.107118837989899
"488" 8 "WALKING" "tBodyGyroJerkmeanY" -0.036876527389899
"489" 8 "WALKING" "tBodyGyroJerkmeanZ" -0.0602582019292929
"490" 8 "WALKING" "tBodyGyroJerkstdX" -0.735883130212121
"491" 8 "WALKING" "tBodyGyroJerkstdY" -0.817212596262626
"492" 8 "WALKING" "tBodyGyroJerkstdZ" -0.821631316060606
"493" 8 "WALKING" "tBodyAccMagmean" -0.684607146515152
"494" 8 "WALKING" "tBodyAccMagstd" -0.71328703040404
"495" 8 "WALKING" "tGravityAccMagmean" -0.684607146515152
"496" 8 "WALKING" "tGravityAccMagstd" -0.71328703040404
"497" 8 "WALKING" "tBodyAccJerkMagmean" -0.725727509270707
"498" 8 "WALKING" "tBodyAccJerkMagstd" -0.72913616179798
"499" 8 "WALKING" "tBodyGyroMagmean" -0.663265892582828
"500" 8 "WALKING" "tBodyGyroMagstd" -0.72093816099596
"501" 8 "WALKING" "tBodyGyroJerkMagmean" -0.790885296565657
"502" 8 "WALKING" "tBodyGyroJerkMagstd" -0.825828347373737
"503" 8 "WALKING" "fBodyAccmeanX" -0.744952162134343
"504" 8 "WALKING" "fBodyAccmeanY" -0.581854533434343
"505" 8 "WALKING" "fBodyAccmeanZ" -0.779333525707071
"506" 8 "WALKING" "fBodyAccstdX" -0.750599893474747
"507" 8 "WALKING" "fBodyAccstdY" -0.581953413010101
"508" 8 "WALKING" "fBodyAccstdZ" -0.775167074012121
"509" 8 "WALKING" "fBodyAccJerkmeanX" -0.766583223
"510" 8 "WALKING" "fBodyAccJerkmeanY" -0.6623484276
"511" 8 "WALKING" "fBodyAccJerkmeanZ" -0.825870984707071
"512" 8 "WALKING" "fBodyAccJerkstdX" -0.772811330494949
"513" 8 "WALKING" "fBodyAccJerkstdY" -0.605587691511111
"514" 8 "WALKING" "fBodyAccJerkstdZ" -0.850822301313131
"515" 8 "WALKING" "fBodyGyromeanX" -0.683114151139394
"516" 8 "WALKING" "fBodyGyromeanY" -0.757568269575758
"517" 8 "WALKING" "fBodyGyromeanZ" -0.758361298306364
"518" 8 "WALKING" "fBodyGyrostdX" -0.736277288818182
"519" 8 "WALKING" "fBodyGyrostdY" -0.728609463015152
"520" 8 "WALKING" "fBodyGyrostdZ" -0.781839004848485
"521" 8 "WALKING" "fBodyAccMagmean" -0.693568388292929
"522" 8 "WALKING" "fBodyAccMagstd" -0.770877890434343
"523" 8 "WALKING" "fBodyBodyAccJerkMagmean" -0.715745792606061
"524" 8 "WALKING" "fBodyBodyAccJerkMagstd" -0.749236439787879
"525" 8 "WALKING" "fBodyBodyGyroMagmean" -0.741679153929293
"526" 8 "WALKING" "fBodyBodyGyroMagstd" -0.755554747464646
"527" 8 "WALKING" "fBodyBodyGyroJerkMagmean" -0.817455544646465
"528" 8 "WALKING" "fBodyBodyGyroJerkMagstd" -0.850242418585859
"529" 8 "WALKINGUPSTAIRS" "tBodyAccmeanX" 0.266674048906593
"530" 8 "WALKINGUPSTAIRS" "tBodyAccmeanY" -0.0202216031321978
"531" 8 "WALKINGUPSTAIRS" "tBodyAccmeanZ" -0.105614723352747
"532" 8 "WALKINGUPSTAIRS" "tBodyAccstdX" -0.492827508658791
"533" 8 "WALKINGUPSTAIRS" "tBodyAccstdY" -0.232940759736264
"534" 8 "WALKINGUPSTAIRS" "tBodyAccstdZ" -0.355279828382418
"535" 8 "WALKINGUPSTAIRS" "tGravityAccmeanX" 0.672365454230769
"536" 8 "WALKINGUPSTAIRS" "tGravityAccmeanY" -0.0550675502272528
"537" 8 "WALKINGUPSTAIRS" "tGravityAccmeanZ" 0.0328742204443956
"538" 8 "WALKINGUPSTAIRS" "tGravityAccstdX" -0.943108468384615
"539" 8 "WALKINGUPSTAIRS" "tGravityAccstdY" -0.944385490274725
"540" 8 "WALKINGUPSTAIRS" "tGravityAccstdZ" -0.905264808527472
"541" 8 "WALKINGUPSTAIRS" "tBodyAccJerkmeanX" 0.0927048369369231
"542" 8 "WALKINGUPSTAIRS" "tBodyAccJerkmeanY" -0.00137201536971429
"543" 8 "WALKINGUPSTAIRS" "tBodyAccJerkmeanZ" -0.0243776605506593
"544" 8 "WALKINGUPSTAIRS" "tBodyAccJerkstdX" -0.476492149967033
"545" 8 "WALKINGUPSTAIRS" "tBodyAccJerkstdY" -0.369514157182418
"546" 8 "WALKINGUPSTAIRS" "tBodyAccJerkstdZ" -0.575477616297802
"547" 8 "WALKINGUPSTAIRS" "tBodyGyromeanX" 0.0189575502203297
"548" 8 "WALKINGUPSTAIRS" "tBodyGyromeanY" -0.100127874875824
"549" 8 "WALKINGUPSTAIRS" "tBodyGyromeanZ" 0.0547905121285714
"550" 8 "WALKINGUPSTAIRS" "tBodyGyrostdX" -0.620116117863736
"551" 8 "WALKINGUPSTAIRS" "tBodyGyrostdY" -0.480245370202198
"552" 8 "WALKINGUPSTAIRS" "tBodyGyrostdZ" -0.376704871767033
"553" 8 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanX" -0.103800903023626
"554" 8 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanY" -0.0418414216578022
"555" 8 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanZ" -0.0572174004291209
"556" 8 "WALKINGUPSTAIRS" "tBodyGyroJerkstdX" -0.641858248288461
"557" 8 "WALKINGUPSTAIRS" "tBodyGyroJerkstdY" -0.610128463632967
"558" 8 "WALKINGUPSTAIRS" "tBodyGyroJerkstdZ" -0.627616233532967
"559" 8 "WALKINGUPSTAIRS" "tBodyAccMagmean" -0.350982093868132
"560" 8 "WALKINGUPSTAIRS" "tBodyAccMagstd" -0.467415039361538
"561" 8 "WALKINGUPSTAIRS" "tGravityAccMagmean" -0.350982093868132
"562" 8 "WALKINGUPSTAIRS" "tGravityAccMagstd" -0.467415039361538
"563" 8 "WALKINGUPSTAIRS" "tBodyAccJerkMagmean" -0.43009251566033
"564" 8 "WALKINGUPSTAIRS" "tBodyAccJerkMagstd" -0.474901933907692
"565" 8 "WALKINGUPSTAIRS" "tBodyGyroMagmean" -0.374467449722308
"566" 8 "WALKINGUPSTAIRS" "tBodyGyroMagstd" -0.505532707924725
"567" 8 "WALKINGUPSTAIRS" "tBodyGyroJerkMagmean" -0.60984136456044
"568" 8 "WALKINGUPSTAIRS" "tBodyGyroJerkMagstd" -0.656008680989011
"569" 8 "WALKINGUPSTAIRS" "fBodyAccmeanX" -0.493100898158791
"570" 8 "WALKINGUPSTAIRS" "fBodyAccmeanY" -0.262394129472527
"571" 8 "WALKINGUPSTAIRS" "fBodyAccmeanZ" -0.426764775743407
"572" 8 "WALKINGUPSTAIRS" "fBodyAccstdX" -0.495451225035714
"573" 8 "WALKINGUPSTAIRS" "fBodyAccstdY" -0.268071852098901
"574" 8 "WALKINGUPSTAIRS" "fBodyAccstdZ" -0.370711173704945
"575" 8 "WALKINGUPSTAIRS" "fBodyAccJerkmeanX" -0.496470870779121
"576" 8 "WALKINGUPSTAIRS" "fBodyAccJerkmeanY" -0.405368968365934
"577" 8 "WALKINGUPSTAIRS" "fBodyAccJerkmeanZ" -0.545511445001648
"578" 8 "WALKINGUPSTAIRS" "fBodyAccJerkstdX" -0.50375369885989
"579" 8 "WALKINGUPSTAIRS" "fBodyAccJerkstdY" -0.375199658110989
"580" 8 "WALKINGUPSTAIRS" "fBodyAccJerkstdZ" -0.604806207873626
"581" 8 "WALKINGUPSTAIRS" "fBodyGyromeanX" -0.556923952791209
"582" 8 "WALKINGUPSTAIRS" "fBodyGyromeanY" -0.477139862384066
"583" 8 "WALKINGUPSTAIRS" "fBodyGyromeanZ" -0.398930833626374
"584" 8 "WALKINGUPSTAIRS" "fBodyGyrostdX" -0.64209298143956
"585" 8 "WALKINGUPSTAIRS" "fBodyGyrostdY" -0.488490067373626
"586" 8 "WALKINGUPSTAIRS" "fBodyGyrostdZ" -0.430017097315385
"587" 8 "WALKINGUPSTAIRS" "fBodyAccMagmean" -0.413399661273626
"588" 8 "WALKINGUPSTAIRS" "fBodyAccMagstd" -0.5867768587
"589" 8 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagmean" -0.427796629448901
"590" 8 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagstd" -0.546655472807692
"591" 8 "WALKINGUPSTAIRS" "fBodyBodyGyroMagmean" -0.538348071541758
"592" 8 "WALKINGUPSTAIRS" "fBodyBodyGyroMagstd" -0.572007930837912
"593" 8 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagmean" -0.639438448496154
"594" 8 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagstd" -0.704299790384615
"595" 9 "STANDING" "tBodyAccmeanX" 0.270313841621528
"596" 9 "STANDING" "tBodyAccmeanY" -0.0209466555412396
"597" 9 "STANDING" "tBodyAccmeanZ" -0.101233826213889
"598" 9 "STANDING" "tBodyAccstdX" -0.555656544538194
"599" 9 "STANDING" "tBodyAccstdY" -0.5758878952125
"600" 9 "STANDING" "tBodyAccstdZ" -0.506111776081806
"601" 9 "STANDING" "tGravityAccmeanX" 0.670845545555556
"602" 9 "STANDING" "tGravityAccmeanY" -0.0467446999509028
"603" 9 "STANDING" "tGravityAccmeanZ" 0.104353653032743
"604" 9 "STANDING" "tGravityAccstdX" -0.958784666180556
"605" 9 "STANDING" "tGravityAccstdY" -0.949938115208333
"606" 9 "STANDING" "tGravityAccstdZ" -0.920554317815972
"607" 9 "STANDING" "tBodyAccJerkmeanX" 0.0840171430291667
"608" 9 "STANDING" "tBodyAccJerkmeanY" 0.00678485848399306
"609" 9 "STANDING" "tBodyAccJerkmeanZ" -0.00102998088194444
"610" 9 "STANDING" "tBodyAccJerkstdX" -0.578305161360069
"611" 9 "STANDING" "tBodyAccJerkstdY" -0.678923872274306
"612" 9 "STANDING" "tBodyAccJerkstdZ" -0.721610094569444
"613" 9 "STANDING" "tBodyGyromeanX" -0.0701318154561458
"614" 9 "STANDING" "tBodyGyromeanY" -0.0729884312991667
"615" 9 "STANDING" "tBodyGyromeanZ" 0.109092913237986
"616" 9 "STANDING" "tBodyGyrostdX" -0.676452392569444
"617" 9 "STANDING" "tBodyGyrostdY" -0.670498220701389
"618" 9 "STANDING" "tBodyGyrostdZ" -0.587557692291458
"619" 9 "STANDING" "tBodyGyroJerkmeanX" -0.0892254930640278
"620" 9 "STANDING" "tBodyGyroJerkmeanY" -0.0397344421815972
"621" 9 "STANDING" "tBodyGyroJerkmeanZ" -0.053402884281875
"622" 9 "STANDING" "tBodyGyroJerkstdX" -0.7617108665625
"623" 9 "STANDING" "tBodyGyroJerkstdY" -0.773273878854167
"624" 9 "STANDING" "tBodyGyroJerkstdZ" -0.744656038298611
"625" 9 "STANDING" "tBodyAccMagmean" -0.505183470509188
"626" 9 "STANDING" "tBodyAccMagstd" -0.553038255314792
"627" 9 "STANDING" "tGravityAccMagmean" -0.505183470509188
"628" 9 "STANDING" "tGravityAccMagstd" -0.553038255314792
"629" 9 "STANDING" "tBodyAccJerkMagmean" -0.621608245092361
"630" 9 "STANDING" "tBodyAccJerkMagstd" -0.608862145384722
"631" 9 "STANDING" "tBodyGyroMagmean" -0.550201866572569
"632" 9 "STANDING" "tBodyGyroMagstd" -0.663198385034722
"633" 9 "STANDING" "tBodyGyroJerkMagmean" -0.7629795809375
"634" 9 "STANDING" "tBodyGyroJerkMagstd" -0.786176892048611
"635" 9 "STANDING" "fBodyAccmeanX" -0.579258404408681
"636" 9 "STANDING" "fBodyAccmeanY" -0.610267804090278
"637" 9 "STANDING" "fBodyAccmeanZ" -0.592119122804271
"638" 9 "STANDING" "fBodyAccstdX" -0.547995744907986
"639" 9 "STANDING" "fBodyAccstdY" -0.586766083232639
"640" 9 "STANDING" "fBodyAccstdZ" -0.501074006965903
"641" 9 "STANDING" "fBodyAccJerkmeanX" -0.621377141312847
"642" 9 "STANDING" "fBodyAccJerkmeanY" -0.699766614569444
"643" 9 "STANDING" "fBodyAccJerkmeanZ" -0.702931927996528
"644" 9 "STANDING" "fBodyAccJerkstdX" -0.572819893733993
"645" 9 "STANDING" "fBodyAccJerkstdY" -0.679065855003472
"646" 9 "STANDING" "fBodyAccJerkstdZ" -0.739139922708333
"647" 9 "STANDING" "fBodyGyromeanX" -0.639863219559028
"648" 9 "STANDING" "fBodyGyromeanY" -0.683924287600694
"649" 9 "STANDING" "fBodyGyromeanZ" -0.612680463163889
"650" 9 "STANDING" "fBodyGyrostdX" -0.690689895534722
"651" 9 "STANDING" "fBodyGyrostdY" -0.667203220760417
"652" 9 "STANDING" "fBodyGyrostdZ" -0.619468634127778
"653" 9 "STANDING" "fBodyAccMagmean" -0.553186448295139
"654" 9 "STANDING" "fBodyAccMagstd" -0.624456827182986
"655" 9 "STANDING" "fBodyBodyAccJerkMagmean" -0.609193721940625
"656" 9 "STANDING" "fBodyBodyAccJerkMagstd" -0.611619343190972
"657" 9 "STANDING" "fBodyBodyGyroMagmean" -0.700863097986111
"658" 9 "STANDING" "fBodyBodyGyroMagstd" -0.697729432621528
"659" 9 "STANDING" "fBodyBodyGyroJerkMagmean" -0.786473954201389
"660" 9 "STANDING" "fBodyBodyGyroJerkMagstd" -0.801296292638889
"661" 10 "LAYING" "tBodyAccmeanX" 0.276977089565657
"662" 10 "LAYING" "tBodyAccmeanY" -0.0170332984576263
"663" 10 "LAYING" "tBodyAccmeanZ" -0.110873504487879
"664" 10 "LAYING" "tBodyAccstdX" -0.391986316171717
"665" 10 "LAYING" "tBodyAccstdY" -0.385673788492929
"666" 10 "LAYING" "tBodyAccstdZ" -0.498647004568434
"667" 10 "LAYING" "tGravityAccmeanX" 0.740684960252525
"668" 10 "LAYING" "tGravityAccmeanY" -0.207161356161616
"669" 10 "LAYING" "tGravityAccmeanZ" 0.108410428305944
"670" 10 "LAYING" "tGravityAccstdX" -0.964710125
"671" 10 "LAYING" "tGravityAccstdY" -0.95504237949495
"672" 10 "LAYING" "tGravityAccstdZ" -0.927801700555556
"673" 10 "LAYING" "tBodyAccJerkmeanX" 0.0794633942257576
"674" 10 "LAYING" "tBodyAccJerkmeanY" 0.0169399674191919
"675" 10 "LAYING" "tBodyAccJerkmeanZ" -0.0162372728227273
"676" 10 "LAYING" "tBodyAccJerkstdX" -0.388135257723232
"677" 10 "LAYING" "tBodyAccJerkstdY" -0.446206050364596
"678" 10 "LAYING" "tBodyAccJerkstdZ" -0.68333034690404
"679" 10 "LAYING" "tBodyGyromeanX" -0.0150986647713131
"680" 10 "LAYING" "tBodyGyromeanY" -0.0917433860077424
"681" 10 "LAYING" "tBodyGyromeanZ" 0.0852285528396465
"682" 10 "LAYING" "tBodyGyrostdX" -0.58889324085202
"683" 10 "LAYING" "tBodyGyrostdY" -0.465358408925253
"684" 10 "LAYING" "tBodyGyrostdZ" -0.496858788129293
"685" 10 "LAYING" "tBodyGyroJerkmeanX" -0.111993956719192
"686" 10 "LAYING" "tBodyGyroJerkmeanY" -0.0397793980300505
"687" 10 "LAYING" "tBodyGyroJerkmeanZ" -0.0573109579154545
"688" 10 "LAYING" "tBodyGyroJerkstdX" -0.632505796969697
"689" 10 "LAYING" "tBodyGyroJerkstdY" -0.708431890757576
"690" 10 "LAYING" "tBodyGyroJerkstdZ" -0.607442629772727
"691" 10 "LAYING" "tBodyAccMagmean" -0.357419738586162
"692" 10 "LAYING" "tBodyAccMagstd" -0.424185928311495
"693" 10 "LAYING" "tGravityAccMagmean" -0.357419738586162
"694" 10 "LAYING" "tGravityAccMagstd" -0.424185928311495
"695" 10 "LAYING" "tBodyAccJerkMagmean" -0.462110641822066
"696" 10 "LAYING" "tBodyAccJerkMagstd" -0.409095655168687
"697" 10 "LAYING" "tBodyGyroMagmean" -0.388314506775758
"698" 10 "LAYING" "tBodyGyroMagstd" -0.522604974987475
"699" 10 "LAYING" "tBodyGyroJerkMagmean" -0.665691018181818
"700" 10 "LAYING" "tBodyGyroJerkMagstd" -0.714913442525253
"701" 10 "LAYING" "fBodyAccmeanX" -0.391578450863636
"702" 10 "LAYING" "fBodyAccmeanY" -0.384966594429798
"703" 10 "LAYING" "fBodyAccmeanZ" -0.554573027192929
"704" 10 "LAYING" "fBodyAccstdX" -0.393411346447475
"705" 10 "LAYING" "fBodyAccstdY" -0.42583273029202
"706" 10 "LAYING" "fBodyAccstdZ" -0.511764535653535
"707" 10 "LAYING" "fBodyAccJerkmeanX" -0.412057314516667
"708" 10 "LAYING" "fBodyAccJerkmeanY" -0.463058241109444
"709" 10 "LAYING" "fBodyAccJerkmeanZ" -0.645684616799495
"710" 10 "LAYING" "fBodyAccJerkstdX" -0.418627017293636
"711" 10 "LAYING" "fBodyAccJerkstdY" -0.466687914596465
"712" 10 "LAYING" "fBodyAccJerkstdZ" -0.72073657040404
"713" 10 "LAYING" "fBodyGyromeanX" -0.523601248676313
"714" 10 "LAYING" "fBodyGyromeanY" -0.545223158712121
"715" 10 "LAYING" "fBodyGyromeanZ" -0.458413809783333
"716" 10 "LAYING" "fBodyGyrostdX" -0.612021917085859
"717" 10 "LAYING" "fBodyGyrostdY" -0.429815824722222
"718" 10 "LAYING" "fBodyGyrostdZ" -0.556786812576768
"719" 10 "LAYING" "fBodyAccMagmean" -0.388684286908081
"720" 10 "LAYING" "fBodyAccMagstd" -0.535760386288384
"721" 10 "LAYING" "fBodyBodyAccJerkMagmean" -0.385138891111111
"722" 10 "LAYING" "fBodyBodyAccJerkMagstd" -0.447367612044293
"723" 10 "LAYING" "fBodyBodyGyroMagmean" -0.572513090661616
"724" 10 "LAYING" "fBodyBodyGyroMagstd" -0.573538825626263
"725" 10 "LAYING" "fBodyBodyGyroJerkMagmean" -0.710849269646465
"726" 10 "LAYING" "fBodyBodyGyroJerkMagstd" -0.741397840909091
"727" 10 "STANDING" "tBodyAccmeanX" 0.276583204166667
"728" 10 "STANDING" "tBodyAccmeanY" -0.0194909304979167
"729" 10 "STANDING" "tBodyAccmeanZ" -0.1121843393125
"730" 10 "STANDING" "tBodyAccstdX" -0.838564338333333
"731" 10 "STANDING" "tBodyAccstdY" -0.727853336020833
"732" 10 "STANDING" "tBodyAccstdZ" -0.854294969270833
"733" 10 "STANDING" "tGravityAccmeanX" 0.441236068541667
"734" 10 "STANDING" "tGravityAccmeanY" 0.2005691803125
"735" 10 "STANDING" "tGravityAccmeanZ" -0.05453204484375
"736" 10 "STANDING" "tGravityAccstdX" -0.968072754375
"737" 10 "STANDING" "tGravityAccstdY" -0.953455064479167
"738" 10 "STANDING" "tGravityAccstdZ" -0.961197428552083
"739" 10 "STANDING" "tBodyAccJerkmeanX" 0.080527512159375
"740" 10 "STANDING" "tBodyAccJerkmeanY" 0.004611439794375
"741" 10 "STANDING" "tBodyAccJerkmeanZ" -0.00128744623489583
"742" 10 "STANDING" "tBodyAccJerkstdX" -0.820707124664583
"743" 10 "STANDING" "tBodyAccJerkstdY" -0.7341746674375
"744" 10 "STANDING" "tBodyAccJerkstdZ" -0.889739520625
"745" 10 "STANDING" "tBodyGyromeanX" -0.0255225107895833
"746" 10 "STANDING" "tBodyGyromeanY" -0.0699903917025
"747" 10 "STANDING" "tBodyGyromeanZ" 0.10298476965625
"748" 10 "STANDING" "tBodyGyrostdX" -0.849243536458333
"749" 10 "STANDING" "tBodyGyrostdY" -0.851156069375
"750" 10 "STANDING" "tBodyGyrostdZ" -0.807039630885417
"751" 10 "STANDING" "tBodyGyroJerkmeanX" -0.10022438078125
"752" 10 "STANDING" "tBodyGyroJerkmeanY" -0.0478723615625
"753" 10 "STANDING" "tBodyGyroJerkmeanZ" -0.0519245405385417
"754" 10 "STANDING" "tBodyGyroJerkstdX" -0.849140011666667
"755" 10 "STANDING" "tBodyGyroJerkstdY" -0.892824673645833
"756" 10 "STANDING" "tBodyGyroJerkstdZ" -0.850475350104167
"757" 10 "STANDING" "tBodyAccMagmean" -0.801728673104167
"758" 10 "STANDING" "tBodyAccMagstd" -0.795247255416667
"759" 10 "STANDING" "tGravityAccMagmean" -0.801728673104167
"760" 10 "STANDING" "tGravityAccMagstd" -0.795247255416667
"761" 10 "STANDING" "tBodyAccJerkMagmean" -0.8162927158125
"762" 10 "STANDING" "tBodyAccJerkMagstd" -0.777345431613542
"763" 10 "STANDING" "tBodyGyroMagmean" -0.797174474479167
"764" 10 "STANDING" "tBodyGyroMagstd" -0.834377870416667
"765" 10 "STANDING" "tBodyGyroJerkMagmean" -0.876313803854167
"766" 10 "STANDING" "tBodyGyroJerkMagstd" -0.880007876041667
"767" 10 "STANDING" "fBodyAccmeanX" -0.822505930166667
"768" 10 "STANDING" "fBodyAccmeanY" -0.720876538833333
"769" 10 "STANDING" "fBodyAccmeanZ" -0.862321343125
"770" 10 "STANDING" "fBodyAccstdX" -0.845922740729167
"771" 10 "STANDING" "fBodyAccstdY" -0.751383960510417
"772" 10 "STANDING" "fBodyAccstdZ" -0.86121794721875
"773" 10 "STANDING" "fBodyAccJerkmeanX" -0.826063598282292
"774" 10 "STANDING" "fBodyAccJerkmeanY" -0.744950073
"775" 10 "STANDING" "fBodyAccJerkmeanZ" -0.878450186458333
"776" 10 "STANDING" "fBodyAccJerkstdX" -0.831379930459062
"777" 10 "STANDING" "fBodyAccJerkstdY" -0.7410383354375
"778" 10 "STANDING" "fBodyAccJerkstdZ" -0.899683347916667
"779" 10 "STANDING" "fBodyGyromeanX" -0.819983751770833
"780" 10 "STANDING" "fBodyGyromeanY" -0.861050933645833
"781" 10 "STANDING" "fBodyGyromeanZ" -0.792357543844792
"782" 10 "STANDING" "fBodyGyrostdX" -0.858958473125
"783" 10 "STANDING" "fBodyGyrostdY" -0.846707374791667
"784" 10 "STANDING" "fBodyGyrostdZ" -0.829842093020833
"785" 10 "STANDING" "fBodyAccMagmean" -0.786961677072917
"786" 10 "STANDING" "fBodyAccMagstd" -0.834157293125
